customer_id,first_tx,last_tx,transaction_count,customer_tenure_days,avg_days_between_transactions,recency_days,recency_band,frequency_segment,total_spend,avg_transaction_value,value_segment,retention_priority,customer_segment,churned
70124033,2023-01-06,2023-12-21,13,349,29.083333333333332,8,Active (0-30 days),Low Frequency,55995950,4307380.769230769,High Value,Healthy / Maintain,Valuable Active,0
78643715,2023-01-06,2023-12-07,31,335,11.166666666666666,22,Active (0-30 days),Regular Frequency,53136750,1714088.7096774194,High Value,Healthy / Maintain,Valuable Active,0
17039879,2023-01-15,2023-12-29,21,348,17.4,0,Active (0-30 days),Regular Frequency,33690850,1604326.1904761905,Regular Value,Healthy / Maintain,Regular Active,0
43516424,2023-02-03,2023-12-28,16,328,21.866666666666667,1,Active (0-30 days),Low Frequency,27409050,1713065.625,Regular Value,Healthy / Maintain,Regular Active,0
56361481,2023-01-05,2023-12-28,47,357,7.760869565217392,1,Active (0-30 days),High Frequency,25972250,552601.0638297872,Regular Value,Healthy / Maintain,Regular Active,0
15991305,2023-01-04,2023-12-28,157,358,2.2948717948717947,1,Active (0-30 days),Very High Frequency,255339750,1626367.8343949046,Very High Value,Healthy / Maintain,Champions,0
34996747,2023-01-27,2023-11-20,20,297,15.631578947368421,39,At Risk (31-60 days),Regular Frequency,34465900,1723295.0,Regular Value,Medium Priority,Standard Re-engagement,0
97387020,2023-01-05,2023-12-22,23,351,15.954545454545455,7,Active (0-30 days),Regular Frequency,91256700,3967682.6086956523,High Value,Healthy / Maintain,Valuable Active,0
19005965,2023-01-05,2023-12-17,18,346,20.352941176470587,12,Active (0-30 days),Low Frequency,102302200,5683455.555555556,High Value,Healthy / Maintain,Valuable Active,0
28967438,2023-01-06,2023-10-31,14,298,22.923076923076923,59,At Risk (31-60 days),Low Frequency,75719200,5408514.285714285,High Value,Re-engagement,At-Risk Valuable,0
65143315,2023-01-04,2023-12-27,71,357,5.1,2,Active (0-30 days),High Frequency,811046400,11423188.732394366,Very High Value,Healthy / Maintain,Champions,0
91619860,2023-01-07,2023-12-28,54,355,6.69811320754717,1,Active (0-30 days),High Frequency,217165700,4021587.037037037,Very High Value,Healthy / Maintain,Champions,0
82969109,2023-01-05,2023-12-21,17,350,21.875,8,Active (0-30 days),Low Frequency,191594050,11270238.235294119,Very High Value,Healthy / Maintain,Valuable Active,0
47841814,2023-01-06,2023-12-19,56,347,6.3090909090909095,10,Active (0-30 days),High Frequency,821794150,14674895.535714285,Very High Value,Healthy / Maintain,Champions,0
31588887,2023-01-07,2023-12-26,20,353,18.57894736842105,3,Active (0-30 days),Regular Frequency,33603050,1680152.5,Regular Value,Healthy / Maintain,Regular Active,0
84804119,2023-01-21,2023-12-21,24,334,14.521739130434783,8,Active (0-30 days),Regular Frequency,47027300,1959470.8333333333,Regular Value,Healthy / Maintain,Regular Active,0
88867355,2023-02-17,2023-10-25,13,250,20.833333333333332,65,High Risk (61-90 days),Low Frequency,24593400,1891800.0,Regular Value,Urgent Re-engagement,Standard Re-engagement,0
55444007,2023-01-09,2023-11-05,10,300,33.333333333333336,54,At Risk (31-60 days),Low Frequency,16731900,1673190.0,Low Value,Re-engagement,Standard Re-engagement,0
33423911,2023-01-22,2023-12-20,21,332,16.6,9,Active (0-30 days),Regular Frequency,25264300,1203061.9047619049,Regular Value,Healthy / Maintain,Regular Active,0
87949863,2023-01-18,2023-12-20,12,336,30.545454545454547,9,Active (0-30 days),Low Frequency,17314800,1442900.0,Low Value,Healthy / Maintain,Regular Active,0
99877422,2023-01-19,2023-12-11,21,326,16.3,18,Active (0-30 days),Regular Frequency,114869250,5469964.285714285,High Value,Healthy / Maintain,Valuable Active,0
38666799,2023-01-07,2023-12-29,52,356,6.980392156862745,0,Active (0-30 days),High Frequency,230866800,4439746.153846154,Very High Value,Healthy / Maintain,Champions,0
62259759,2023-01-18,2023-12-19,12,335,30.454545454545453,10,Active (0-30 days),Low Frequency,43489750,3624145.8333333335,Regular Value,Healthy / Maintain,Regular Active,0
50201137,2023-02-02,2023-12-27,16,328,21.866666666666667,2,Active (0-30 days),Low Frequency,10434700,652168.75,Low Value,Healthy / Maintain,Regular Active,0
97649202,2023-01-04,2023-12-16,84,346,4.168674698795181,13,Active (0-30 days),Very High Frequency,132140650,1573102.9761904762,Very High Value,Healthy / Maintain,Champions,0
12845619,2023-03-05,2023-12-05,12,275,25.0,24,Active (0-30 days),Low Frequency,5466700,455558.3333333333,Low Value,Healthy / Maintain,Regular Active,0
39977525,2023-01-05,2023-12-27,95,356,3.7872340425531914,2,Active (0-30 days),Very High Frequency,138984350,1462993.1578947369,Very High Value,Healthy / Maintain,Champions,0
57934390,2023-01-09,2023-12-07,25,332,13.833333333333334,22,Active (0-30 days),Regular Frequency,13900400,556016.0,Low Value,Healthy / Maintain,Regular Active,0
65798709,2023-02-11,2023-11-24,11,286,28.6,35,At Risk (31-60 days),Low Frequency,29716300,2701481.8181818184,Regular Value,Re-engagement,Standard Re-engagement,0
39453248,2023-01-11,2023-12-19,11,342,34.2,10,Active (0-30 days),Low Frequency,48259250,4387204.545454546,High Value,Healthy / Maintain,Valuable Active,0
56492618,2023-01-22,2023-12-29,24,341,14.826086956521738,0,Active (0-30 days),Regular Frequency,44958450,1873268.75,Regular Value,Healthy / Maintain,Regular Active,0
54133325,2023-01-27,2023-11-10,10,287,31.88888888888889,49,At Risk (31-60 days),Low Frequency,5443200,544320.0,Low Value,Re-engagement,Standard Re-engagement,0
99484241,2023-01-04,2023-12-22,14,352,27.076923076923077,7,Active (0-30 days),Low Frequency,24307300,1736235.7142857143,Regular Value,Healthy / Maintain,Regular Active,0
82313809,2023-01-15,2023-12-29,20,348,18.31578947368421,0,Active (0-30 days),Regular Frequency,100216200,5010810.0,High Value,Healthy / Maintain,Valuable Active,0
51905108,2023-02-14,2023-12-18,13,307,25.583333333333332,11,Active (0-30 days),Low Frequency,57603600,4431046.153846154,High Value,Healthy / Maintain,Valuable Active,0
96731733,2023-01-17,2023-12-23,20,340,17.894736842105264,6,Active (0-30 days),Regular Frequency,10131600,506580.0,Low Value,Healthy / Maintain,Regular Active,0
25559641,2023-01-10,2023-12-23,64,347,5.507936507936508,6,Active (0-30 days),High Frequency,882709300,13792332.8125,Very High Value,Healthy / Maintain,Champions,0
54133340,2023-01-04,2023-12-27,63,357,5.758064516129032,2,Active (0-30 days),High Frequency,35244950,559443.6507936508,Regular Value,Healthy / Maintain,Regular Active,0
50856547,2023-01-19,2023-09-10,11,234,23.4,110,Inactive (90+ days),Low Frequency,6486100,589645.4545454546,Low Value,Inactive / Win-back,Standard Re-engagement,1
82182756,2023-01-09,2023-12-25,59,350,6.0344827586206895,4,Active (0-30 days),High Frequency,100563100,1704459.3220338982,High Value,Healthy / Maintain,Champions,0
43123303,2023-01-07,2023-12-22,71,349,4.985714285714286,7,Active (0-30 days),High Frequency,41077600,578557.7464788732,Regular Value,Healthy / Maintain,Regular Active,0
80872039,2023-03-28,2023-11-29,13,246,20.5,30,Active (0-30 days),Low Frequency,9412750,724057.6923076923,Low Value,Healthy / Maintain,Regular Active,0
75235949,2023-01-04,2023-12-20,50,350,7.142857142857143,9,Active (0-30 days),High Frequency,29035200,580704.0,Regular Value,Healthy / Maintain,Regular Active,0
34603629,2023-01-06,2023-12-27,92,355,3.901098901098901,2,Active (0-30 days),Very High Frequency,146792100,1595566.3043478262,Very High Value,Healthy / Maintain,Champions,0
43123317,2023-02-14,2023-12-16,14,305,23.46153846153846,13,Active (0-30 days),Low Frequency,67995000,4856785.714285715,High Value,Healthy / Maintain,Valuable Active,0
80085624,2023-01-07,2023-11-14,12,311,28.272727272727273,45,At Risk (31-60 days),Low Frequency,20124550,1677045.8333333333,Low Value,Re-engagement,Standard Re-engagement,0
43123321,2023-01-05,2023-12-28,88,357,4.103448275862069,1,Active (0-30 days),Very High Frequency,1573490150,17880569.886363637,Very High Value,Healthy / Maintain,Champions,0
59114107,2023-02-03,2023-12-24,10,324,36.0,5,Active (0-30 days),Low Frequency,142123650,14212365.0,Very High Value,Healthy / Maintain,Valuable Active,0
46006909,2023-01-04,2023-10-12,16,281,18.733333333333334,78,High Risk (61-90 days),Low Frequency,22721250,1420078.125,Regular Value,Urgent Re-engagement,Standard Re-engagement,0
98697856,2023-01-08,2023-12-26,39,352,9.263157894736842,3,Active (0-30 days),High Frequency,60402400,1548779.4871794872,High Value,Healthy / Maintain,Champions,0
89522817,2023-01-26,2023-12-21,66,329,5.061538461538461,8,Active (0-30 days),High Frequency,110463700,1673692.4242424243,High Value,Healthy / Maintain,Champions,0
61473414,2023-01-11,2023-12-08,26,331,13.24,21,Active (0-30 days),Regular Frequency,14147600,544138.4615384615,Low Value,Healthy / Maintain,Regular Active,0
47317641,2023-01-15,2023-12-08,12,327,29.727272727272727,21,Active (0-30 days),Low Frequency,22526750,1877229.1666666667,Regular Value,Healthy / Maintain,Regular Active,0
12714636,2023-01-04,2023-12-29,128,359,2.826771653543307,0,Active (0-30 days),Very High Frequency,224774300,1756049.21875,Very High Value,Healthy / Maintain,Champions,0
94110349,2023-01-10,2023-12-11,11,335,33.5,18,Active (0-30 days),Low Frequency,18235650,1657786.3636363635,Low Value,Healthy / Maintain,Regular Active,0
51774098,2023-01-05,2023-12-24,46,353,7.844444444444444,5,Active (0-30 days),High Frequency,23359200,507808.6956521739,Regular Value,Healthy / Maintain,Regular Active,0
56099477,2023-01-18,2023-12-16,21,332,16.6,13,Active (0-30 days),Regular Frequency,72716200,3462676.1904761903,High Value,Healthy / Maintain,Valuable Active,0
89522839,2023-01-14,2023-12-25,24,345,15.0,4,Active (0-30 days),Regular Frequency,116197700,4841570.833333333,High Value,Healthy / Maintain,Valuable Active,0
79692447,2023-01-06,2023-12-28,18,356,20.941176470588236,1,Active (0-30 days),Low Frequency,11821050,656725.0,Low Value,Healthy / Maintain,Regular Active,0
46269092,2023-01-05,2023-12-29,74,358,4.904109589041096,0,Active (0-30 days),High Frequency,302713400,4090721.621621622,Very High Value,Healthy / Maintain,Champions,0
12190372,2023-01-04,2023-11-18,13,318,26.5,41,At Risk (31-60 days),Low Frequency,22333700,1717976.923076923,Regular Value,Re-engagement,Standard Re-engagement,0
92537517,2023-01-05,2023-12-25,101,354,3.54,4,Active (0-30 days),Very High Frequency,1308256150,12953031.188118812,Very High Value,Healthy / Maintain,Champions,0
94503598,2023-01-06,2023-12-05,64,333,5.285714285714286,24,Active (0-30 days),High Frequency,118751500,1855492.1875,High Value,Healthy / Maintain,Champions,0
44565168,2023-01-12,2023-11-29,25,321,13.375,30,Active (0-30 days),Regular Frequency,39144900,1565796.0,Regular Value,Healthy / Maintain,Regular Active,0
91357872,2023-01-10,2023-12-11,19,335,18.61111111111111,18,Active (0-30 days),Regular Frequency,325401900,17126415.789473683,Very High Value,Healthy / Maintain,Valuable Active,0
97780405,2023-01-20,2023-11-10,10,294,32.666666666666664,49,At Risk (31-60 days),Low Frequency,23272350,2327235.0,Regular Value,Re-engagement,Standard Re-engagement,0
16515766,2023-01-28,2023-12-03,26,309,12.36,26,Active (0-30 days),Regular Frequency,14845950,570998.0769230769,Low Value,Healthy / Maintain,Regular Active,0
71172794,2023-01-08,2023-12-29,25,355,14.791666666666666,0,Active (0-30 days),Regular Frequency,11623750,464950.0,Low Value,Healthy / Maintain,Regular Active,0
46269115,2023-01-11,2023-12-23,14,346,26.615384615384617,6,Active (0-30 days),Low Frequency,157709200,11264942.857142856,Very High Value,Healthy / Maintain,Valuable Active,0
10093246,2023-01-04,2023-12-15,38,345,9.324324324324325,14,Active (0-30 days),High Frequency,23420850,616338.1578947369,Regular Value,Healthy / Maintain,Regular Active,0
52167360,2023-01-19,2023-12-18,10,333,37.0,11,Active (0-30 days),Low Frequency,4440800,444080.0,Low Value,Healthy / Maintain,Regular Active,0
90440385,2023-01-22,2023-10-12,10,263,29.22222222222222,78,High Risk (61-90 days),Low Frequency,17808350,1780835.0,Low Value,Urgent Re-engagement,Standard Re-engagement,0
63832768,2023-01-04,2023-12-29,952,359,0.3774973711882229,0,Active (0-30 days),Very High Frequency,1580995950,1660710.031512605,Very High Value,Healthy / Maintain,Champions,0
30671554,2023-01-05,2023-12-27,67,356,5.393939393939394,2,Active (0-30 days),High Frequency,111454500,1663500.0,High Value,Healthy / Maintain,Champions,0
33424070,2023-01-05,2023-12-29,223,358,1.6126126126126126,0,Active (0-30 days),Very High Frequency,349211900,1565972.6457399104,Very High Value,Healthy / Maintain,Champions,0
67240646,2023-01-17,2023-12-11,16,328,21.866666666666667,18,Active (0-30 days),Low Frequency,23434150,1464634.375,Regular Value,Healthy / Maintain,Regular Active,0
41550534,2023-01-12,2023-12-13,17,335,20.9375,16,Active (0-30 days),Low Frequency,22757850,1338697.0588235294,Regular Value,Healthy / Maintain,Regular Active,0
39191238,2023-01-23,2023-12-17,13,328,27.333333333333332,12,Active (0-30 days),Low Frequency,29159450,2243034.6153846155,Regular Value,Healthy / Maintain,Regular Active,0
75498188,2023-03-19,2023-12-25,15,281,20.071428571428573,4,Active (0-30 days),Low Frequency,57081250,3805416.6666666665,High Value,Healthy / Maintain,Valuable Active,0
57803470,2023-02-09,2023-12-21,18,315,18.529411764705884,8,Active (0-30 days),Low Frequency,60004550,3333586.111111111,High Value,Healthy / Maintain,Valuable Active,0
64357071,2023-01-09,2023-12-24,34,349,10.575757575757576,5,Active (0-30 days),Regular Frequency,49462400,1454776.4705882352,High Value,Healthy / Maintain,Valuable Active,0
34210512,2023-01-20,2023-12-29,22,343,16.333333333333332,0,Active (0-30 days),Regular Frequency,34138350,1551743.1818181819,Regular Value,Healthy / Maintain,Regular Active,0
70910677,2023-01-18,2023-06-28,10,161,17.88888888888889,184,Inactive (90+ days),Low Frequency,42252700,4225270.0,Regular Value,Inactive / Win-back,Standard Re-engagement,1
88736470,2023-01-12,2023-12-25,31,347,11.566666666666666,4,Active (0-30 days),Regular Frequency,152920050,4932904.838709678,Very High Value,Healthy / Maintain,Valuable Active,0
42861271,2023-05-31,2023-12-17,12,200,18.181818181818183,12,Active (0-30 days),Low Frequency,19053450,1587787.5,Low Value,Healthy / Maintain,Regular Active,0
58589912,2023-02-18,2023-12-28,11,313,31.3,1,Active (0-30 days),Low Frequency,22725050,2065913.6363636365,Regular Value,Healthy / Maintain,Regular Active,0
79037146,2023-01-22,2023-12-28,20,340,17.894736842105264,1,Active (0-30 days),Regular Frequency,33179350,1658967.5,Regular Value,Healthy / Maintain,Regular Active,0
25035484,2023-01-11,2023-12-11,10,334,37.111111111111114,18,Active (0-30 days),Low Frequency,42409200,4240920.0,Regular Value,Healthy / Maintain,Regular Active,0
61735646,2023-01-10,2023-12-28,72,352,4.957746478873239,1,Active (0-30 days),High Frequency,111367700,1546773.611111111,High Value,Healthy / Maintain,Champions,0
37094112,2023-02-24,2023-12-15,24,294,12.782608695652174,14,Active (0-30 days),Regular Frequency,14098650,587443.75,Low Value,Healthy / Maintain,Regular Active,0
80872166,2023-01-22,2023-12-22,16,334,22.266666666666666,7,Active (0-30 days),Low Frequency,9487200,592950.0,Low Value,Healthy / Maintain,Regular Active,0
52298471,2023-01-07,2023-12-28,75,355,4.797297297297297,1,Active (0-30 days),High Frequency,39903600,532048.0,Regular Value,Healthy / Maintain,Regular Active,0
29754093,2023-01-08,2023-12-29,15,355,25.357142857142858,0,Active (0-30 days),Low Frequency,83881550,5592103.333333333,High Value,Healthy / Maintain,Valuable Active,0
18744047,2023-01-20,2023-12-22,47,336,7.304347826086956,7,Active (0-30 days),High Frequency,293127350,6236752.127659574,Very High Value,Healthy / Maintain,Champions,0
31851248,2023-01-04,2023-12-29,3553,359,0.10106981981981981,0,Active (0-30 days),Very High Frequency,2059976250,579785.0408105826,Very High Value,Healthy / Maintain,Champions,0
56754929,2023-01-11,2023-12-26,15,349,24.928571428571427,3,Active (0-30 days),Low Frequency,24469350,1631290.0,Regular Value,Healthy / Maintain,Regular Active,0
47710964,2023-01-05,2023-12-20,19,349,19.38888888888889,9,Active (0-30 days),Regular Frequency,39284350,2067597.3684210526,Regular Value,Healthy / Maintain,Regular Active,0
42992373,2023-01-10,2023-12-23,48,347,7.382978723404255,6,Active (0-30 days),High Frequency,82748150,1723919.7916666667,High Value,Healthy / Maintain,Champions,0
13501174,2023-01-05,2023-12-06,21,335,16.75,23,Active (0-30 days),Regular Frequency,88419500,4210452.380952381,High Value,Healthy / Maintain,Valuable Active,0
22414068,2023-01-10,2023-12-12,16,336,22.4,17,Active (0-30 days),Low Frequency,23628500,1476781.25,Regular Value,Healthy / Maintain,Regular Active,0
35390200,2023-01-07,2023-12-17,43,344,8.19047619047619,12,Active (0-30 days),High Frequency,64692600,1504479.0697674418,High Value,Healthy / Maintain,Champions,0
12059385,2023-01-06,2023-12-29,176,357,2.04,0,Active (0-30 days),Very High Frequency,885823300,5033086.931818182,Very High Value,Healthy / Maintain,Champions,0
57934584,2023-01-25,2023-12-28,16,337,22.466666666666665,1,Active (0-30 days),Low Frequency,27250450,1703153.125,Regular Value,Healthy / Maintain,Regular Active,0
59638521,2023-01-04,2023-12-29,19,359,19.944444444444443,0,Active (0-30 days),Regular Frequency,82612100,4348005.263157895,High Value,Healthy / Maintain,Valuable Active,0
68420349,2023-01-08,2023-12-28,96,354,3.7263157894736842,1,Active (0-30 days),Very High Frequency,507259350,5283951.5625,Very High Value,Healthy / Maintain,Champions,0
